rank,name,year
148,Ulm University,2023
148,Uppsala University,2023
151,University of Florida,2023
151,Penn State (Main campus),2023
151,Tufts University,2023
154,University of Rochester,2023
155,KTH Royal Institute of Technology,2023
156,Arizona State University (Tempe),2023
156,Technical University of Berlin,2023
156,TU Dresden,2023
156,University of Virginia (Main campus),2023
160,University of Cape Town,2023
161,University of Bologna,2023
161,Trinity College Dublin,2023
163,University of Leicester,2023
163,Lomonosov Moscow State University,2023
163,Pohang University of Science and Technology (POSTECH),2023
166,Southern University of Science and Technology (SUSTech),2023
166,Technical University of Denmark,2023
168,Medical University of Graz,2023
168,"Northeastern University, US",2023
170,Indiana University,2023
170,Université Catholique de Louvain,2023
170,Sungkyunkwan University (SKKU),2023
173,Wuhan University,2023
174,Ulsan National Institute of Science and Technology (UNIST),2023
175,Macquarie University,2023
176,Huazhong University of Science and Technology,2023
176,University of Liverpool,2023
176,Stockholm University,2023
179,University of Mannheim,2023
180,University of Arizona,2023
181,Texas A&M University,2023
182,University of Barcelona,2023
183,Autonomous University of Barcelona,2023
183,Scuola Normale Superiore di Pisa,2023
185,University of Münster,2023
186,Pompeu Fabra University,2023
187,Cardiff University,2023
187,National Taiwan University (NTU),2023
189,Friedrich Schiller University Jena,2023
189,Karlsruhe Institute of Technology,2023
191,University of Massachusetts,2023
192,University of Aberdeen,2023
192,"University of California, Santa Cruz",2023
194,Medical University of Vienna,2023
194,University of Miami,2023
196,University of Erlangen-Nuremberg,2023
196,Sichuan University,2023
198,Durham University,2023
198,Queen’s University Belfast,2023
198,University of Reading,2023
201,Aalto University,2023
201,University of Bergen,2023
201,Bielefeld University,2023
201,University of Calgary,2023
201,Curtin University,2023
201,University of Dundee,2023
201,University of East Anglia,2023
201,Eindhoven University of Technology,2023
201,University of Geneva,2023
201,George Washington University,2023
201,University of Gothenburg,2023
201,University of Hohenheim,2023
201,Humanitas University,2023
201,King Fahd University of Petroleum and Minerals,2023
201,University of Konstanz,2023
201,Korea University,2023
201,Université Libre de Bruxelles,2023
201,University of Luxembourg,2023
201,University of Macau,2023
201,Macau University of Science and Technology,2023
201,Medical University of Innsbruck,2023
201,Moscow Institute of Physics and Technology (MIPT),2023
201,University of Newcastle,2023
201,University of Notre Dame,2023
201,University of Padua,2023
201,University of Potsdam,2023
201,Qatar University,2023
201,Queensland University of Technology,2023
201,RCSI University of Medicine and Health Sciences,2023
201,Rutgers University – New Brunswick,2023
201,"St George’s, University of London",2023
201,Sant’Anna School of Advanced Studies – Pisa,2023
201,University of São Paulo,2023
201,Sapienza University of Rome,2023
201,Semmelweis University,2023
201,University of South Florida,2023
201,University of St Andrews,2023
201,University of Surrey,2023
201,University of Sussex,2023
201,Università della Svizzera italiana,2023
201,University of Tartu,2023
201,Tel Aviv University,2023
201,Tohoku University,2023
201,University College Dublin,2023
201,Vita-Salute San Raffaele University,2023
201,Vrije Universiteit Brussel,2023
201,University of Waterloo,2023
201,Western University,2023
201,Western Sydney University,2023
201,University of Wollongong,2023
251,Aalborg University,2023
251,Auckland University of Technology,2023
251,Australian Catholic University,2023
251,University of Bath,2023
251,Beijing Normal University,2023
251,Bond University,2023
251,Boston College,2023
251,Bournemouth University,2023
251,Brighton and Sussex Medical School,2023
251,"University of California, Riverside",2023
251,University of Canberra,2023
251,Chalmers University of Technology,2023
251,"China Medical University, Taiwan",2023
251,Copenhagen Business School,2023
251,Deakin University,2023
251,University of Duisburg-Essen,2023
251,Heinrich Heine University Düsseldorf,2023
251,École des Ponts ParisTech,2023
251,Goethe University Frankfurt,2023
251,Griffith University,2023
251,University of Hawai’i at Mānoa,2023
251,Hebrew University of Jerusalem,2023
251,University of Illinois Chicago,2023
251,Indian Institute of Science,2023
251,Johannes Gutenberg University of Mainz,2023
251,University of Kiel,2023
251,King Saud University,2023
251,Kyung Hee University,2023
251,La Trobe University,2023
251,Université Laval,2023
251,Linköping University,2023
251,University of Navarra,2023
251,Oregon Health and Science University,2023
251,Osaka University,2023
251,University of Pavia,2023
251,Queen’s University,2023
251,Ruhr University Bochum,2023
251,Sejong University,2023
251,University of Sharjah,2023
251,Simon Fraser University,2023
251,University of Southern Denmark,2023
251,Stellenbosch University,2023
251,Sun Yat-sen University,2023
251,Swansea University,2023
251,Tilburg University,2023
251,Tongji University,2023
251,University of Twente,2023
251,United Arab Emirates University,2023
251,University of Utah,2023
251,Virginia Polytechnic Institute and State University,2023
251,University of the Witwatersrand,2023
301,Abu Dhabi University,2023
301,Aix-Marseille University,2023
301,Alfaisal University,2023
301,Anglia Ruskin University (ARU),2023
301,Autonomous University of Madrid,2023
301,University of Bordeaux,2023
301,Brandeis University,2023
301,Universiti Brunei Darussalam,2023
301,University at Buffalo,2023
301,"University of California, Merced",2023
301,University of Colorado Denver/Anschutz Medical Campus,2023
301,Dalhousie University,2023
301,Drexel University,2023
301,École Normale Supérieure de Lyon,2023
301,University of Essex,2023
301,Flinders University,2023
301,Florida State University,2023
301,University of Galway,2023
301,George Mason University,2023
301,Hasselt University,2023
301,University of Iowa,2023
301,Lappeenranta-Lahti University of Technology LUT,2023
301,University of Milan,2023
301,University of Milan-Bicocca,2023
301,Montpellier University,2023
301,Nagoya University,2023
301,Nankai University,2023
301,University of Otago,2023
301,University of Oulu,2023
301,Peter the Great St Petersburg Polytechnic University,2023
301,Politecnico di Milano,2023
301,Reykjavík University,2023
301,RMIT University,2023
301,University of St Gallen,2023
301,Saint Louis University,2023
301,University of South Australia,2023
301,University of Southern Queensland,2023
301,Stony Brook University,2023
301,University of Stuttgart,2023
301,Swinburne University of Technology,2023
301,Taipei Medical University,2023
301,Tampere University,2023
301,University of Tasmania,2023
301,Technical University of Darmstadt,2023
301,Temple University,2023
301,The University of Tennessee-Knoxville,2023
301,Tokyo Institute of Technology,2023
301,University College Cork,2023
301,University of Victoria,2023
351,American University of Beirut,2023
351,"Asia University, Taiwan",2023
351,Ateneo de Manila University,2023
351,"Birkbeck, University of London",2023
351,University of Bremen,2023
351,University of Brescia,2023
351,University of Cape Coast,2023
351,Catholic University of Portugal,2023
351,Central South University,2023
351,Charles Darwin University,2023
351,"City, University of London",2023
351,University of Delaware,2023
351,East China Normal University,2023
351,Edith Cowan University,2023
351,Golestan University of Medical Sciences,2023
351,University of Greifswald,2023
351,University of Hail,2023
351,Harbin Institute of Technology,2023
351,Howard University,2023
351,Imam Mohammad Ibn Saud Islamic University,2023
351,IMT Atlantique,2023
351,James Cook University,2023
351,JSS Academy of Higher Education and Research,2023
351,University of Kent,2023
351,Khalifa University,2023
351,Kurdistan University of Medical Sciences,2023
351,Leuphana University of Lüneburg,2023
351,University of Liège,2023
351,Loughborough University,2023
351,University of Malaya,2023
351,University of Manitoba,2023
351,Mazandaran University of Medical Sciences,2023
351,University of Naples Federico II,2023
351,University of New Mexico (Main campus),2023
351,North Carolina State University,2023
351,University of Rome II – Tor Vergata,2023
351,"Royal Holloway, University of London",2023
351,Royal Veterinary College,2023
351,Rush University,2023
351,Shoolini University of Biotechnology and Management Sciences,2023
351,University of Stirling,2023
351,Swedish University of Agricultural Sciences,2023
351,University of Texas at Dallas,2023
351,Tulane University,2023
351,University of Turku,2023
351,University of Vaasa,2023
351,Verona University,2023
351,Wake Forest University,2023
351,Washington State University,2023
351,Wroclaw Medical University,2023
401,Alagappa University,2023
401,University of Alaska Fairbanks,2023
401,Arak University of Medical Sciences,2023
401,Aston University,2023
401,Aswan University,2023
401,Babol University of Medical Sciences,2023
401,Babol Noshirvani University of Technology,2023
401,Bangor University,2023
401,University of Bayreuth,2023
401,Brunel University London,2023
401,University of Campinas,2023
401,Cankaya University,2023
401,University of Catania,2023
401,Claude Bernard University Lyon 1,2023
401,Colorado School of Mines,2023
401,"Colorado State University, Fort Collins",2023
401,Complutense University of Madrid,2023
401,University of Connecticut,2023
401,University of Crete,2023
401,University of Cyprus,2023
401,University of Denver,2023
401,Dublin City University,2023
401,Duy Tan University,2023
401,Edinburgh Napier University,2023
401,University of Electronic Science and Technology of China,2023
401,Ferhat Abbas Sétif University 1,2023
401,University of Ferrara,2023
401,University of Florence,2023
401,Free University of Bozen-Bolzano,2023
401,University of Genoa,2023
401,Georgia State University,2023
401,Université Grenoble Alpes,2023
401,Hanyang University,2023
401,HSE University,2023
401,Hunan University,2023
401,University of Ibadan,2023
401,Illinois Institute of Technology,2023
401,University of Innsbruck,2023
401,Institut Agro,2023
401,University of International Business and Economics,2023
401,Iowa State University,2023
401,Jazan University,2023
401,Justus Liebig University Giessen,2023
401,University of Jyväskylä,2023
401,University of Kansas,2023
401,University of Klagenfurt,2023
401,Koç University,2023
401,University of KwaZulu-Natal,2023
401,University of Lagos,2023
401,Leibniz University Hannover,2023
401,Lincoln University,2023
401,University of Lincoln,2023
401,Liverpool John Moores University,2023
401,Mahatma Gandhi University,2023
401,University of Marburg,2023
401,Maynooth University,2023
401,Middlesex University,2023
401,University of Modena and Reggio Emilia,2023
401,Muhimbili University of Health and Allied Sciences,2023
401,Murdoch University,2023
401,National and Kapodistrian University of Athens,2023
401,National Research Nuclear University MEPhI,2023
401,University of Nebraska-Lincoln,2023
401,University of Nebraska Medical Center,2023
401,Norwegian University of Science and Technology,2023
401,Nova Southeastern University,2023
401,Örebro University,2023
401,University of Passau,2023
401,University of Pisa,2023
401,University of Plymouth,2023
401,Pontificia Universidad Católica de Chile,2023
401,University of Porto,2023
401,University of Portsmouth,2023
401,Qazvin University of Medical Sciences,2023
401,Qom University of Medical Sciences,2023
401,Quaid-i-Azam University,2023
401,Sabancı University,2023
401,Sharif University of Technology,2023
401,Shenzhen University,2023
401,University of Siena,2023
401,South China University of Technology,2023
401,Southeast University,2023
401,Southern Medical University,2023
401,SRUC (Scotland’s Rural College),2023
401,University of Strathclyde,2023
401,Sumy State University,2023
